Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Bank overdraft,Percent,53,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Bank overdraft,Percent,44,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Loan with term of less than 1 year,Percent,28,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Loan with term of less than 1 year,Percent,24,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Loan with term of more than 1 year,Percent,53,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Loan with term of more than 1 year,Percent,52,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Mortgage loan,Percent,23,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Mortgage loan,Percent,19,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Trade creditor or supplier,Percent,65,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Trade creditor or supplier,Percent,54,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Capital / financing lease and hire purchase agreement,Percent,37,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Capital / financing lease and hire purchase agreement,Percent,34,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Credit card,Percent,55,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Credit card,Percent,47,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Shareholders' current account,Percent,34,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Shareholders' current account,Percent,27,2022
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Other,Percent,62,2018
Table 30,Outstanding debt by type,By business type,Other Maori enterprises,Other,Percent,58,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Bank overdraft,Percent,46,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Bank overdraft,Percent,38,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Loan with term of less than 1 year,Percent,19,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Loan with term of less than 1 year,Percent,20,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Loan with term of more than 1 year,Percent,44,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Loan with term of more than 1 year,Percent,44,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Mortgage loan,Percent,21,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Mortgage loan,Percent,17,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Trade creditor or supplier,Percent,62,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Trade creditor or supplier,Percent,53,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Capital / financing lease and hire purchase agreement,Percent,27,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Capital / financing lease and hire purchase agreement,Percent,23,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Credit card,Percent,47,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Credit card,Percent,44,2022
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Shareholders' current account,Percent,33,2018
Table 30,Outstanding debt by type,By business type,All New Zealand businesses,Shareholders' current account,Percent,32,2022
